EventNum, EventIDType, EventName, EventData
1,2,tackle,34
2,1,kick,0
3,1,kick,0
4,3,pass,0
5,1,kick,0
6,1,kick,0
7,3,pass,0
8,1,kick,0
9,1,kick,0
10,3,pass,0
11,1,kick,0
12,2,tackle,66
13,3,pass,0
14,2,tackle,23
15,3,pass,0
16,2,tackle,108
17,3,pass,0
18,2,tackle,56
19,3,pass,0
20,2,tackle,67
21,3,pass,0
22,1,kick,0
23,2,tackle,107
24,3,pass,0
25,1,kick,0
26,3,pass,0
27,3,pass,0
28,3,pass,0
29,3,pass,0
30,3,pass,0
31,1,kick,0
32,1,kick,0
33,3,pass,0
34,1,kick,0
35,2,tackle,89
36,1,kick,0
37,3,pass,0
38,2,tackle,10
39,3,pass,0
40,1,kick,0
41,2,tackle,30
42,2,tackle,123
43,3,pass,0
44,3,pass,0
45,3,pass,0
46,1,kick,0
47,1,kick,0
48,1,kick,0
49,1,kick,0
50,2,tackle,91
51,1,kick,0
52,3,pass,0
53,3,pass,0
54,3,pass,0
55,3,pass,0
56,1,kick,0
57,1,kick,0
58,3,pass,0
59,2,tackle,93
60,2,tackle,30
61,3,pass,0
62,2,tackle,100
63,3,pass,0
64,2,tackle,18
65,3,pass,0
66,3,pass,0
67,2,tackle,82
68,3,pass,0
69,2,tackle,4
70,1,kick,0
71,3,pass,0
72,1,kick,0
73,1,kick,0
74,3,pass,0
75,3,pass,0
76,2,tackle,112
77,3,pass,0
78,3,pass,0
79,3,pass,0
80,3,pass,0
81,3,pass,0
82,1,kick,0
83,2,tackle,19
84,2,tackle,105
85,3,pass,0
86,2,tackle,70
87,3,pass,0
88,1,kick,0
89,2,tackle,13
90,1,kick,0
91,1,kick,0
92,2,tackle,9
93,2,tackle,110
94,2,tackle,8
95,2,tackle,22
96,2,tackle,53
97,1,kick,0
98,3,pass,0
99,1,kick,0
100,1,kick,0
101,3,pass,0
102,1,kick,0
103,2,tackle,96
104,3,pass,0
105,3,pass,0
106,3,pass,0
107,2,tackle,36
108,1,kick,0
109,3,pass,0
110,1,kick,0
111,3,pass,0
112,1,kick,0
113,3,pass,0
114,3,pass,0
115,1,kick,0
116,2,tackle,116
117,1,kick,0
118,3,pass,0
119,2,tackle,38
120,2,tackle,124
121,3,pass,0
122,1,kick,0
123,3,pass,0
124,3,pass,0
125,3,pass,0
126,3,pass,0
127,1,kick,0
128,2,tackle,98
129,1,kick,0
130,1,kick,0
131,3,pass,0
132,3,pass,0
133,1,kick,0
134,1,kick,0
135,1,kick,0
136,1,kick,0
137,1,kick,0
138,2,tackle,42
139,1,kick,0
140,2,tackle,95
141,2,tackle,61
142,2,tackle,14
143,3,pass,0
144,3,pass,0
145,3,pass,0
146,2,tackle,41
147,1,kick,0
148,1,kick,0
149,2,tackle,86
150,1,kick,0
151,1,kick,0
152,2,tackle,74
153,2,tackle,53
154,3,pass,0
155,2,tackle,115
156,3,pass,0
157,1,kick,0
158,1,kick,0
159,3,pass,0
160,1,kick,0
161,3,pass,0
162,3,pass,0
163,3,pass,0
164,1,kick,0
165,1,kick,0
166,2,tackle,85
167,2,tackle,95
168,3,pass,0
169,2,tackle,73
170,3,pass,0
171,1,kick,0
172,2,tackle,19
173,3,pass,0
174,2,tackle,29
175,2,tackle,23
176,2,tackle,45
177,2,tackle,18
178,2,tackle,97
179,2,tackle,124
180,1,kick,0
181,3,pass,0
182,3,pass,0
183,3,pass,0
184,1,kick,0
185,1,kick,0
186,3,pass,0
187,3,pass,0
188,2,tackle,29
189,1,kick,0
190,1,kick,0
191,3,pass,0
192,2,tackle,43
193,2,tackle,3
194,1,kick,0
195,2,tackle,31
196,1,kick,0
197,2,tackle,10
198,2,tackle,27
199,2,tackle,3
200,3,pass,0
201,1,kick,0
202,1,kick,0
203,1,kick,0
204,1,kick,0
205,1,kick,0
206,2,tackle,11
207,3,pass,0
208,1,kick,0
209,1,kick,0
210,1,kick,0
211,3,pass,0
212,1,kick,0
213,1,kick,0
214,2,tackle,62
215,3,pass,0
216,2,tackle,84
217,3,pass,0
218,2,tackle,8
219,1,kick,0
220,3,pass,0
221,2,tackle,112
222,3,pass,0
223,1,kick,0
224,1,kick,0
225,1,kick,0
226,2,tackle,74
227,3,pass,0
228,1,kick,0
229,1,kick,0
230,3,pass,0
231,2,tackle,54
232,2,tackle,45
233,2,tackle,56
234,3,pass,0
235,2,tackle,47
236,3,pass,0
237,1,kick,0
238,3,pass,0
239,2,tackle,114
240,2,tackle,115
241,1,kick,0
242,3,pass,0
243,3,pass,0
244,1,kick,0
245,2,tackle,71
246,3,pass,0
247,1,kick,0
248,3,pass,0
249,3,pass,0
250,1,kick,0
251,3,pass,0
252,3,pass,0
253,3,pass,0
254,1,kick,0
255,1,kick,0
256,1,kick,0
257,3,pass,0
258,3,pass,0
259,1,kick,0
260,1,kick,0
261,1,kick,0
262,3,pass,0
263,1,kick,0
264,3,pass,0
265,2,tackle,19
266,3,pass,0
267,1,kick,0
268,3,pass,0
269,3,pass,0
270,2,tackle,114
271,2,tackle,68
272,2,tackle,20
273,2,tackle,101
274,2,tackle,115
275,3,pass,0
276,2,tackle,72
277,2,tackle,3
278,1,kick,0
279,2,tackle,39
280,2,tackle,53
281,3,pass,0
282,3,pass,0
283,2,tackle,20
284,1,kick,0
285,3,pass,0
286,1,kick,0
287,3,pass,0
288,3,pass,0
289,1,kick,0
290,3,pass,0
291,2,tackle,74
292,3,pass,0
293,3,pass,0
