EventNum, EventIDType, EventName, EventData
1,1,kick,0
2,1,kick,0
3,3,pass,0
4,1,kick,0
5,2,tackle,131
6,2,tackle,130
7,2,tackle,85
8,2,tackle,86
9,3,pass,0
10,2,tackle,106
11,3,pass,0
12,2,tackle,100
13,2,tackle,110
14,2,tackle,92
15,3,pass,0
16,3,pass,0
17,2,tackle,133
18,2,tackle,102
19,1,kick,0
20,3,pass,0
21,1,kick,0
22,3,pass,0
23,1,kick,0
24,1,kick,0
25,1,kick,0
26,3,pass,0
27,1,kick,0
28,1,kick,0
29,1,kick,0
30,3,pass,0
31,3,pass,0
32,1,kick,0
33,2,tackle,88
34,2,tackle,82
35,2,tackle,90
36,1,kick,0
37,2,tackle,119
38,2,tackle,94
39,2,tackle,122
40,2,tackle,84
41,1,kick,0
42,3,pass,0
43,2,tackle,92
44,3,pass,0
45,1,kick,0
46,3,pass,0
47,1,kick,0
48,2,tackle,94
49,3,pass,0
50,3,pass,0
51,3,pass,0
52,3,pass,0
53,1,kick,0
54,1,kick,0
55,3,pass,0
56,2,tackle,133
57,1,kick,0
58,3,pass,0
59,1,kick,0
60,1,kick,0
61,2,tackle,79
62,1,kick,0
63,1,kick,0
64,3,pass,0
65,2,tackle,124
66,2,tackle,94
67,2,tackle,117
68,1,kick,0
69,3,pass,0
70,1,kick,0
71,3,pass,0
72,3,pass,0
73,3,pass,0
74,2,tackle,105
75,1,kick,0
76,3,pass,0
77,1,kick,0
78,1,kick,0
79,1,kick,0
80,1,kick,0
81,2,tackle,106
82,3,pass,0
83,1,kick,0
84,3,pass,0
85,3,pass,0
86,2,tackle,123
87,3,pass,0
88,3,pass,0
89,3,pass,0
90,1,kick,0
91,3,pass,0
92,2,tackle,130
93,3,pass,0
94,2,tackle,86
95,2,tackle,126
96,1,kick,0
97,1,kick,0
98,2,tackle,96
99,1,kick,0
100,3,pass,0
101,1,kick,0
102,2,tackle,112
103,1,kick,0
104,3,pass,0
105,3,pass,0
106,1,kick,0
107,3,pass,0
108,3,pass,0
109,3,pass,0
110,1,kick,0
111,3,pass,0
112,1,kick,0
113,3,pass,0
114,1,kick,0
115,2,tackle,112
116,2,tackle,120
117,1,kick,0
118,3,pass,0
119,1,kick,0
120,2,tackle,89
121,3,pass,0
122,3,pass,0
123,3,pass,0
124,1,kick,0
125,1,kick,0
126,1,kick,0
127,3,pass,0
128,1,kick,0
129,2,tackle,129
130,1,kick,0
131,1,kick,0
132,2,tackle,116
133,2,tackle,105
134,1,kick,0
135,3,pass,0
136,3,pass,0
137,1,kick,0
138,1,kick,0
139,3,pass,0
140,3,pass,0
141,1,kick,0
142,3,pass,0
143,1,kick,0
144,2,tackle,126
145,2,tackle,107
146,1,kick,0
147,1,kick,0
148,3,pass,0
149,1,kick,0
150,2,tackle,95
151,2,tackle,85
152,1,kick,0
153,3,pass,0
154,1,kick,0
155,1,kick,0
156,1,kick,0
157,3,pass,0
158,2,tackle,133
159,3,pass,0
160,2,tackle,112
161,3,pass,0
162,2,tackle,80
163,1,kick,0
164,3,pass,0
165,1,kick,0
166,2,tackle,82
167,1,kick,0
168,1,kick,0
169,1,kick,0
170,1,kick,0
171,3,pass,0
172,3,pass,0
173,1,kick,0
174,2,tackle,84
175,2,tackle,116
176,3,pass,0
177,1,kick,0
178,3,pass,0
179,2,tackle,112
180,1,kick,0
181,1,kick,0
182,2,tackle,91
183,2,tackle,127
184,1,kick,0
185,3,pass,0
186,1,kick,0
187,1,kick,0
188,3,pass,0
189,2,tackle,81
190,3,pass,0
191,3,pass,0
192,3,pass,0
193,2,tackle,123
194,2,tackle,83
195,3,pass,0
196,3,pass,0
197,3,pass,0
198,2,tackle,125
199,3,pass,0
200,1,kick,0
201,1,kick,0
202,1,kick,0
203,2,tackle,103
204,1,kick,0
205,1,kick,0
206,3,pass,0
207,3,pass,0
208,1,kick,0
209,1,kick,0
210,2,tackle,101
211,1,kick,0
212,1,kick,0
213,2,tackle,89
214,1,kick,0
215,2,tackle,91
216,1,kick,0
217,1,kick,0
218,1,kick,0
219,2,tackle,95
220,1,kick,0
221,1,kick,0
222,1,kick,0
223,3,pass,0
224,2,tackle,102
225,2,tackle,132
226,1,kick,0
227,1,kick,0
228,1,kick,0
229,1,kick,0
230,3,pass,0
231,2,tackle,120
232,3,pass,0
233,1,kick,0
234,2,tackle,107
235,2,tackle,104
236,1,kick,0
237,3,pass,0
238,1,kick,0
239,3,pass,0
240,1,kick,0
241,2,tackle,111
242,2,tackle,100
243,2,tackle,86
244,1,kick,0
245,3,pass,0
246,1,kick,0
247,1,kick,0
248,2,tackle,123
249,3,pass,0
250,2,tackle,101
251,2,tackle,93
252,2,tackle,101
253,1,kick,0
254,3,pass,0
255,2,tackle,91
256,1,kick,0
257,1,kick,0
258,1,kick,0
259,1,kick,0
260,1,kick,0
261,2,tackle,113
262,1,kick,0
263,1,kick,0
264,3,pass,0
265,2,tackle,111
266,1,kick,0
267,2,tackle,86
268,1,kick,0
269,1,kick,0
270,2,tackle,130
271,2,tackle,84
272,3,pass,0
273,3,pass,0
274,2,tackle,132
275,2,tackle,121
276,1,kick,0
277,2,tackle,121
278,1,kick,0
279,2,tackle,91
280,2,tackle,109
281,1,kick,0
282,3,pass,0
283,1,kick,0
284,3,pass,0
285,1,kick,0
286,2,tackle,116
287,3,pass,0
288,1,kick,0
289,2,tackle,84
290,1,kick,0
291,3,pass,0
292,1,kick,0
293,2,tackle,96
294,1,kick,0
295,3,pass,0
296,1,kick,0
297,2,tackle,102
298,1,kick,0
299,1,kick,0
300,3,pass,0
301,1,kick,0
302,1,kick,0
303,2,tackle,132
304,2,tackle,106
305,1,kick,0
306,2,tackle,98
307,3,pass,0
308,1,kick,0
309,2,tackle,123
310,3,pass,0
311,2,tackle,129
312,3,pass,0
313,2,tackle,95
314,1,kick,0
315,1,kick,0
316,2,tackle,97
317,3,pass,0
318,2,tackle,107
319,2,tackle,103
320,3,pass,0
321,1,kick,0
322,1,kick,0
323,2,tackle,114
324,2,tackle,129
325,3,pass,0
326,3,pass,0
327,1,kick,0
328,3,pass,0
329,2,tackle,118
330,3,pass,0
331,2,tackle,86
332,3,pass,0
333,3,pass,0
334,1,kick,0
335,2,tackle,128
336,2,tackle,88
337,3,pass,0
338,2,tackle,89
339,2,tackle,112
340,2,tackle,114
341,2,tackle,116
342,1,kick,0
343,1,kick,0
344,3,pass,0
345,1,kick,0
346,1,kick,0
347,1,kick,0
348,3,pass,0
349,3,pass,0
350,1,kick,0
351,3,pass,0
352,3,pass,0
353,3,pass,0
354,3,pass,0
355,1,kick,0
356,3,pass,0
357,3,pass,0
358,1,kick,0
359,3,pass,0
360,3,pass,0
361,1,kick,0
362,2,tackle,99
363,2,tackle,114
364,1,kick,0
365,3,pass,0
366,1,kick,0
367,2,tackle,123
368,3,pass,0
369,2,tackle,127
370,1,kick,0
371,2,tackle,109
372,1,kick,0
373,2,tackle,92
374,3,pass,0
375,3,pass,0
376,3,pass,0
377,1,kick,0
378,1,kick,0
379,2,tackle,119
380,3,pass,0
381,2,tackle,114
382,1,kick,0
383,2,tackle,86
384,3,pass,0
385,1,kick,0
386,2,tackle,130
387,3,pass,0
388,1,kick,0
389,3,pass,0
390,1,kick,0
391,3,pass,0
392,2,tackle,118
393,1,kick,0
394,2,tackle,87
395,1,kick,0
396,2,tackle,118
397,3,pass,0
398,3,pass,0
399,3,pass,0
400,2,tackle,83
401,1,kick,0
402,1,kick,0
403,2,tackle,94
404,1,kick,0
405,3,pass,0
406,2,tackle,88
407,1,kick,0
408,1,kick,0
409,2,tackle,120
410,2,tackle,82
411,2,tackle,92
412,3,pass,0
413,1,kick,0
414,2,tackle,85
415,2,tackle,123
416,1,kick,0
417,2,tackle,103
418,1,kick,0
419,1,kick,0
420,1,kick,0
421,3,pass,0
422,2,tackle,102
423,3,pass,0
424,2,tackle,98
425,1,kick,0
426,2,tackle,121
427,3,pass,0
428,3,pass,0
429,1,kick,0
430,3,pass,0
431,2,tackle,122
432,2,tackle,105
433,1,kick,0
434,2,tackle,84
435,3,pass,0
436,3,pass,0
437,2,tackle,126
438,1,kick,0
439,1,kick,0
440,2,tackle,86
441,3,pass,0
442,2,tackle,118
443,1,kick,0
444,2,tackle,92
445,1,kick,0
446,2,tackle,89
447,2,tackle,90
448,3,pass,0
449,2,tackle,123
450,3,pass,0
451,3,pass,0
452,2,tackle,129
453,2,tackle,110
454,1,kick,0
455,1,kick,0
456,3,pass,0
457,1,kick,0
458,2,tackle,126
459,1,kick,0
460,1,kick,0
461,1,kick,0
462,2,tackle,133
463,2,tackle,116
464,1,kick,0
465,3,pass,0
466,2,tackle,119
467,1,kick,0
468,1,kick,0
469,1,kick,0
470,3,pass,0
471,3,pass,0
472,2,tackle,114
473,1,kick,0
474,3,pass,0
475,1,kick,0
476,2,tackle,88
477,2,tackle,84
478,3,pass,0
479,3,pass,0
480,3,pass,0
481,1,kick,0
482,3,pass,0
483,3,pass,0
484,1,kick,0
485,3,pass,0
486,1,kick,0
487,3,pass,0
488,3,pass,0
489,1,kick,0
490,1,kick,0
491,3,pass,0
492,1,kick,0
493,2,tackle,128
494,3,pass,0
495,2,tackle,82
496,3,pass,0
497,3,pass,0
498,3,pass,0
499,2,tackle,99
500,3,pass,0
501,1,kick,0
502,3,pass,0
503,1,kick,0
504,2,tackle,127
505,2,tackle,127
506,1,kick,0
507,3,pass,0
508,3,pass,0
509,1,kick,0
510,3,pass,0
511,3,pass,0
512,3,pass,0
513,1,kick,0
514,1,kick,0
515,1,kick,0
516,3,pass,0
517,1,kick,0
518,2,tackle,131
519,3,pass,0
520,2,tackle,129
521,2,tackle,124
522,3,pass,0
523,1,kick,0
524,1,kick,0
525,3,pass,0
526,2,tackle,101
527,3,pass,0
528,3,pass,0
529,1,kick,0
530,2,tackle,123
531,1,kick,0
532,3,pass,0
533,3,pass,0
534,1,kick,0
535,1,kick,0
536,1,kick,0
537,2,tackle,99
538,2,tackle,90
539,2,tackle,123
540,1,kick,0
541,2,tackle,86
542,3,pass,0
543,3,pass,0
544,2,tackle,109
545,2,tackle,128
546,2,tackle,99
547,3,pass,0
548,2,tackle,127
549,2,tackle,119
550,3,pass,0
551,3,pass,0
552,1,kick,0
553,1,kick,0
554,3,pass,0
555,3,pass,0
556,3,pass,0
557,1,kick,0
558,3,pass,0
559,2,tackle,133
560,1,kick,0
561,3,pass,0
562,1,kick,0
563,2,tackle,105
564,3,pass,0
565,2,tackle,131
566,1,kick,0
567,2,tackle,88
568,1,kick,0
569,2,tackle,81
570,3,pass,0
571,2,tackle,127
572,1,kick,0
573,3,pass,0
574,3,pass,0
575,3,pass,0
576,3,pass,0
577,3,pass,0
578,3,pass,0
579,3,pass,0
580,2,tackle,92
