EventNum, EventIDType, EventName, EventData
1,3,pass,0
2,1,kick,0
3,1,kick,0
4,1,kick,0
5,2,tackle,93
6,1,kick,0
7,1,kick,0
8,1,kick,0
9,3,pass,0
10,2,tackle,185
11,1,kick,0
12,3,pass,0
13,3,pass,0
14,1,kick,0
15,3,pass,0
16,1,kick,0
17,1,kick,0
18,1,kick,0
19,1,kick,0
20,3,pass,0
21,2,tackle,160
22,2,tackle,91
23,3,pass,0
24,2,tackle,162
25,1,kick,0
26,2,tackle,106
27,2,tackle,93
28,3,pass,0
29,3,pass,0
30,1,kick,0
31,3,pass,0
32,2,tackle,168
33,1,kick,0
34,2,tackle,118
35,2,tackle,111
36,1,kick,0
37,3,pass,0
38,1,kick,0
39,1,kick,0
40,3,pass,0
41,1,kick,0
42,1,kick,0
43,2,tackle,174
44,3,pass,0
45,1,kick,0
46,2,tackle,158
47,2,tackle,186
48,2,tackle,91
49,1,kick,0
50,3,pass,0
51,3,pass,0
52,2,tackle,87
53,3,pass,0
54,3,pass,0
55,1,kick,0
56,3,pass,0
57,2,tackle,123
58,1,kick,0
59,1,kick,0
60,1,kick,0
61,3,pass,0
62,1,kick,0
63,3,pass,0
64,1,kick,0
65,3,pass,0
66,3,pass,0
67,3,pass,0
68,3,pass,0
69,1,kick,0
70,1,kick,0
71,2,tackle,116
72,2,tackle,104
73,3,pass,0
74,1,kick,0
75,3,pass,0
76,3,pass,0
77,3,pass,0
78,1,kick,0
79,2,tackle,190
80,3,pass,0
81,2,tackle,184
82,2,tackle,109
83,1,kick,0
84,1,kick,0
85,2,tackle,155
86,1,kick,0
87,2,tackle,90
88,1,kick,0
89,1,kick,0
90,2,tackle,171
91,3,pass,0
92,2,tackle,194
93,2,tackle,121
94,2,tackle,150
95,3,pass,0
96,1,kick,0
97,3,pass,0
98,1,kick,0
99,3,pass,0
100,1,kick,0
101,1,kick,0
102,3,pass,0
103,1,kick,0
104,2,tackle,157
105,2,tackle,120
106,3,pass,0
107,3,pass,0
108,1,kick,0
109,3,pass,0
110,2,tackle,92
111,2,tackle,150
112,3,pass,0
113,3,pass,0
114,1,kick,0
115,2,tackle,185
116,2,tackle,149
117,2,tackle,187
118,2,tackle,115
119,2,tackle,181
120,1,kick,0
121,3,pass,0
122,3,pass,0
123,3,pass,0
124,1,kick,0
125,2,tackle,164
126,1,kick,0
127,3,pass,0
128,2,tackle,124
129,1,kick,0
130,1,kick,0
131,3,pass,0
132,3,pass,0
133,2,tackle,158
134,1,kick,0
135,1,kick,0
136,3,pass,0
137,1,kick,0
138,3,pass,0
139,1,kick,0
140,1,kick,0
141,3,pass,0
142,3,pass,0
143,2,tackle,167
144,2,tackle,138
145,2,tackle,150
146,1,kick,0
147,2,tackle,194
148,2,tackle,171
149,2,tackle,177
150,3,pass,0
151,1,kick,0
152,2,tackle,119
153,2,tackle,192
154,3,pass,0
155,2,tackle,152
156,3,pass,0
157,2,tackle,129
158,1,kick,0
159,3,pass,0
160,1,kick,0
161,2,tackle,161
162,2,tackle,160
163,2,tackle,116
164,3,pass,0
165,1,kick,0
166,1,kick,0
167,1,kick,0
168,2,tackle,166
169,3,pass,0
170,1,kick,0
171,3,pass,0
172,1,kick,0
173,3,pass,0
174,3,pass,0
175,3,pass,0
176,2,tackle,94
177,2,tackle,142
178,2,tackle,194
179,2,tackle,176
180,3,pass,0
181,1,kick,0
182,2,tackle,98
183,3,pass,0
184,2,tackle,117
185,3,pass,0
186,3,pass,0
187,1,kick,0
188,2,tackle,130
189,1,kick,0
190,3,pass,0
191,3,pass,0
192,3,pass,0
193,3,pass,0
194,3,pass,0
195,2,tackle,132
196,1,kick,0
197,1,kick,0
198,1,kick,0
199,1,kick,0
200,2,tackle,166
201,3,pass,0
202,1,kick,0
203,3,pass,0
204,2,tackle,131
205,2,tackle,153
206,3,pass,0
207,2,tackle,172
208,3,pass,0
209,2,tackle,160
210,3,pass,0
211,3,pass,0
212,3,pass,0
213,3,pass,0
214,2,tackle,180
215,2,tackle,174
216,2,tackle,103
217,3,pass,0
218,2,tackle,128
219,3,pass,0
220,3,pass,0
221,3,pass,0
222,1,kick,0
223,3,pass,0
224,2,tackle,165
225,3,pass,0
226,3,pass,0
227,1,kick,0
228,1,kick,0
229,2,tackle,170
230,3,pass,0
231,1,kick,0
232,3,pass,0
233,3,pass,0
234,2,tackle,110
235,1,kick,0
236,2,tackle,103
237,1,kick,0
238,3,pass,0
239,1,kick,0
240,1,kick,0
241,3,pass,0
242,1,kick,0
243,2,tackle,103
244,3,pass,0
245,1,kick,0
246,1,kick,0
247,1,kick,0
248,3,pass,0
249,1,kick,0
250,2,tackle,100
251,3,pass,0
252,3,pass,0
253,2,tackle,111
254,3,pass,0
255,1,kick,0
256,3,pass,0
257,1,kick,0
258,2,tackle,160
259,2,tackle,191
260,1,kick,0
261,1,kick,0
262,1,kick,0
263,2,tackle,169
264,2,tackle,139
265,3,pass,0
266,2,tackle,177
267,2,tackle,188
268,2,tackle,170
269,2,tackle,162
270,2,tackle,183
271,1,kick,0
272,2,tackle,186
273,1,kick,0
274,3,pass,0
275,3,pass,0
276,2,tackle,179
277,3,pass,0
278,1,kick,0
