EventNum, EventIDType, EventName, EventData
1,1,kick,0
2,2,tackle,100
3,2,tackle,105
4,1,kick,0
5,3,pass,0
6,3,pass,0
7,1,kick,0
8,1,kick,0
9,2,tackle,66
10,2,tackle,98
11,1,kick,0
12,3,pass,0
13,2,tackle,89
14,3,pass,0
15,1,kick,0
16,2,tackle,62
17,3,pass,0
18,3,pass,0
19,2,tackle,63
20,1,kick,0
21,2,tackle,50
22,3,pass,0
23,3,pass,0
24,3,pass,0
25,1,kick,0
26,1,kick,0
27,3,pass,0
28,1,kick,0
29,3,pass,0
30,1,kick,0
31,3,pass,0
32,3,pass,0
33,1,kick,0
34,3,pass,0
35,2,tackle,87
36,3,pass,0
37,2,tackle,80
38,3,pass,0
39,2,tackle,71
40,3,pass,0
41,3,pass,0
42,3,pass,0
43,3,pass,0
44,3,pass,0
45,3,pass,0
46,3,pass,0
47,2,tackle,76
48,1,kick,0
49,2,tackle,76
50,1,kick,0
51,3,pass,0
52,3,pass,0
53,3,pass,0
54,3,pass,0
55,3,pass,0
56,3,pass,0
57,3,pass,0
58,2,tackle,86
59,2,tackle,74
60,2,tackle,89
61,3,pass,0
62,3,pass,0
63,2,tackle,79
64,3,pass,0
65,1,kick,0
66,1,kick,0
67,3,pass,0
68,2,tackle,99
69,3,pass,0
70,2,tackle,89
71,2,tackle,59
72,3,pass,0
73,2,tackle,49
74,2,tackle,72
75,3,pass,0
76,1,kick,0
77,2,tackle,87
78,1,kick,0
79,1,kick,0
80,3,pass,0
81,2,tackle,61
82,2,tackle,103
83,3,pass,0
84,1,kick,0
85,3,pass,0
86,3,pass,0
87,3,pass,0
88,3,pass,0
89,2,tackle,51
90,1,kick,0
91,3,pass,0
92,3,pass,0
93,2,tackle,102
94,3,pass,0
95,2,tackle,54
96,3,pass,0
97,2,tackle,49
98,1,kick,0
99,1,kick,0
100,3,pass,0
101,2,tackle,90
102,2,tackle,57
103,1,kick,0
104,3,pass,0
105,1,kick,0
106,3,pass,0
107,2,tackle,95
108,2,tackle,98
109,2,tackle,100
110,2,tackle,57
111,3,pass,0
112,1,kick,0
113,2,tackle,79
114,2,tackle,53
115,1,kick,0
116,1,kick,0
117,2,tackle,65
118,2,tackle,64
119,2,tackle,100
120,1,kick,0
121,3,pass,0
122,1,kick,0
123,1,kick,0
124,3,pass,0
125,1,kick,0
126,2,tackle,52
127,2,tackle,92
128,3,pass,0
129,3,pass,0
130,2,tackle,88
131,1,kick,0
132,1,kick,0
133,2,tackle,106
134,1,kick,0
135,3,pass,0
136,3,pass,0
137,3,pass,0
138,1,kick,0
139,3,pass,0
140,3,pass,0
141,1,kick,0
142,3,pass,0
143,2,tackle,57
144,2,tackle,74
145,3,pass,0
146,2,tackle,94
147,3,pass,0
148,2,tackle,85
149,2,tackle,88
150,3,pass,0
151,1,kick,0
152,3,pass,0
153,1,kick,0
154,2,tackle,49
155,2,tackle,64
156,3,pass,0
157,2,tackle,104
158,3,pass,0
159,1,kick,0
160,1,kick,0
161,2,tackle,104
162,2,tackle,83
163,3,pass,0
164,2,tackle,74
165,3,pass,0
166,2,tackle,49
167,1,kick,0
168,2,tackle,100
169,2,tackle,70
170,1,kick,0
171,3,pass,0
172,1,kick,0
173,1,kick,0
174,3,pass,0
175,2,tackle,49
176,2,tackle,99
177,3,pass,0
178,3,pass,0
179,3,pass,0
180,1,kick,0
181,3,pass,0
182,1,kick,0
183,2,tackle,74
184,2,tackle,84
185,1,kick,0
186,1,kick,0
187,3,pass,0
188,1,kick,0
189,1,kick,0
190,2,tackle,65
191,1,kick,0
192,1,kick,0
193,2,tackle,78
194,3,pass,0
195,2,tackle,105
196,3,pass,0
197,3,pass,0
198,1,kick,0
199,2,tackle,57
200,1,kick,0
201,3,pass,0
202,3,pass,0
203,2,tackle,93
204,3,pass,0
205,3,pass,0
206,2,tackle,60
207,3,pass,0
208,2,tackle,88
209,2,tackle,96
210,1,kick,0
211,2,tackle,90
212,2,tackle,72
213,2,tackle,51
214,3,pass,0
215,1,kick,0
216,2,tackle,96
217,3,pass,0
218,2,tackle,93
219,1,kick,0
220,3,pass,0
221,2,tackle,84
222,2,tackle,84
223,3,pass,0
224,3,pass,0
225,3,pass,0
226,2,tackle,55
227,1,kick,0
228,3,pass,0
229,1,kick,0
230,1,kick,0
231,3,pass,0
232,1,kick,0
233,1,kick,0
234,3,pass,0
235,1,kick,0
236,1,kick,0
237,2,tackle,83
238,2,tackle,97
239,3,pass,0
240,3,pass,0
241,3,pass,0
242,3,pass,0
243,1,kick,0
244,2,tackle,90
245,1,kick,0
246,2,tackle,104
247,3,pass,0
248,2,tackle,87
249,2,tackle,74
250,1,kick,0
251,1,kick,0
252,3,pass,0
253,2,tackle,82
254,2,tackle,86
255,3,pass,0
256,1,kick,0
257,1,kick,0
258,2,tackle,105
259,3,pass,0
260,1,kick,0
261,3,pass,0
262,2,tackle,49
263,2,tackle,77
264,3,pass,0
265,1,kick,0
266,2,tackle,61
267,3,pass,0
268,3,pass,0
269,1,kick,0
270,3,pass,0
271,2,tackle,56
272,2,tackle,59
273,1,kick,0
274,1,kick,0
275,2,tackle,95
276,1,kick,0
277,2,tackle,57
278,1,kick,0
279,3,pass,0
280,2,tackle,84
281,2,tackle,104
282,1,kick,0
283,2,tackle,78
284,2,tackle,77
285,2,tackle,50
286,1,kick,0
287,2,tackle,81
288,1,kick,0
289,2,tackle,63
290,2,tackle,86
291,1,kick,0
292,3,pass,0
293,3,pass,0
294,1,kick,0
295,3,pass,0
296,3,pass,0
297,2,tackle,58
298,3,pass,0
299,3,pass,0
300,3,pass,0
301,2,tackle,91
302,3,pass,0
303,3,pass,0
304,3,pass,0
305,2,tackle,106
306,3,pass,0
307,1,kick,0
308,1,kick,0
309,3,pass,0
310,3,pass,0
311,3,pass,0
312,2,tackle,78
313,3,pass,0
314,2,tackle,78
315,2,tackle,99
316,2,tackle,50
317,3,pass,0
318,1,kick,0
319,3,pass,0
320,3,pass,0
321,2,tackle,64
322,3,pass,0
323,1,kick,0
324,1,kick,0
325,1,kick,0
326,3,pass,0
327,1,kick,0
328,3,pass,0
329,3,pass,0
330,2,tackle,51
331,2,tackle,75
332,1,kick,0
333,1,kick,0
334,3,pass,0
335,2,tackle,101
336,2,tackle,55
337,2,tackle,82
338,1,kick,0
339,2,tackle,51
340,3,pass,0
341,3,pass,0
342,3,pass,0
343,3,pass,0
344,2,tackle,100
345,3,pass,0
346,2,tackle,57
347,1,kick,0
348,3,pass,0
349,2,tackle,93
350,3,pass,0
351,1,kick,0
352,2,tackle,64
353,2,tackle,74
354,3,pass,0
355,3,pass,0
356,3,pass,0
357,3,pass,0
358,3,pass,0
359,3,pass,0
360,3,pass,0
361,2,tackle,98
362,1,kick,0
363,1,kick,0
364,1,kick,0
365,2,tackle,93
366,2,tackle,67
367,1,kick,0
368,2,tackle,82
369,1,kick,0
370,2,tackle,103
371,2,tackle,79
372,2,tackle,72
373,3,pass,0
374,1,kick,0
375,1,kick,0
376,3,pass,0
377,3,pass,0
378,3,pass,0
379,3,pass,0
380,1,kick,0
381,2,tackle,54
382,1,kick,0
383,2,tackle,93
384,2,tackle,77
385,2,tackle,56
386,3,pass,0
387,3,pass,0
388,2,tackle,75
389,1,kick,0
390,3,pass,0
391,3,pass,0
392,1,kick,0
393,3,pass,0
394,3,pass,0
395,1,kick,0
396,2,tackle,52
397,3,pass,0
398,2,tackle,78
399,2,tackle,79
400,3,pass,0
401,1,kick,0
402,2,tackle,80
403,2,tackle,86
404,1,kick,0
405,1,kick,0
406,3,pass,0
407,1,kick,0
408,1,kick,0
409,1,kick,0
410,1,kick,0
411,3,pass,0
412,3,pass,0
413,1,kick,0
414,3,pass,0
415,1,kick,0
416,1,kick,0
417,1,kick,0
418,2,tackle,98
419,2,tackle,51
420,1,kick,0
421,1,kick,0
422,1,kick,0
423,3,pass,0
424,1,kick,0
425,3,pass,0
426,3,pass,0
427,2,tackle,67
428,1,kick,0
429,3,pass,0
430,3,pass,0
431,2,tackle,83
432,3,pass,0
433,2,tackle,67
434,2,tackle,56
435,1,kick,0
436,1,kick,0
437,1,kick,0
438,1,kick,0
439,2,tackle,54
440,3,pass,0
441,2,tackle,78
442,1,kick,0
443,1,kick,0
444,3,pass,0
445,1,kick,0
446,1,kick,0
447,1,kick,0
448,2,tackle,77
449,2,tackle,57
450,2,tackle,67
451,3,pass,0
452,3,pass,0
453,2,tackle,49
454,2,tackle,98
455,2,tackle,99
456,1,kick,0
457,2,tackle,77
458,2,tackle,57
459,2,tackle,79
460,2,tackle,76
461,1,kick,0
462,1,kick,0
463,2,tackle,51
464,1,kick,0
465,2,tackle,61
466,3,pass,0
467,3,pass,0
468,2,tackle,106
469,2,tackle,86
470,1,kick,0
471,3,pass,0
472,2,tackle,53
473,1,kick,0
474,2,tackle,61
475,2,tackle,51
476,3,pass,0
477,1,kick,0
478,2,tackle,84
479,1,kick,0
480,3,pass,0
481,3,pass,0
482,3,pass,0
483,1,kick,0
484,2,tackle,88
485,3,pass,0
486,2,tackle,54
487,1,kick,0
488,1,kick,0
489,3,pass,0
490,3,pass,0
491,1,kick,0
492,3,pass,0
493,3,pass,0
494,1,kick,0
495,3,pass,0
496,1,kick,0
497,1,kick,0
498,3,pass,0
499,2,tackle,97
500,1,kick,0
501,2,tackle,80
502,1,kick,0
503,3,pass,0
504,2,tackle,61
505,2,tackle,71
506,2,tackle,78
507,1,kick,0
508,1,kick,0
509,3,pass,0
510,1,kick,0
511,2,tackle,76
512,1,kick,0
513,3,pass,0
514,3,pass,0
515,1,kick,0
516,2,tackle,86
517,1,kick,0
518,3,pass,0
519,2,tackle,85
520,3,pass,0
521,2,tackle,53
522,2,tackle,53
523,2,tackle,105
524,1,kick,0
525,1,kick,0
526,2,tackle,52
527,2,tackle,54
528,1,kick,0
529,2,tackle,98
530,1,kick,0
531,2,tackle,75
532,2,tackle,80
